rank,image_path,state,predicted_text,predicted_length,confidence,verified_text,notes
1347,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/COLORADO/091.jpg,COLORADO,DRT3532,7,0.7138,,
1348,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/DELAWARE/083.jpg,DELAWARE,GOE0LE5,7,0.5077,,
1349,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/047.jpg,FLORIDA,GBW0880,7,0.6799,,
1350,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/062.jpg,INDIANA,3ZK1699,7,0.7455,,
1351,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IOWA/140.jpg,IOWA,SIB4618,7,0.6338,,
1352,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KENTUCKY/080.jpg,KENTUCKY,IG31522,7,0.6827,,
1353,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/065.jpg,LOUISIANA,RHH2274,7,0.8237,,
1354,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/035.jpg,MAINE,BO29775,7,0.5462,,
1355,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/036.jpg,MASSACHUSETTS,SZI9J11,7,0.5982,,
1356,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/117.jpg,MINNESOTA,BCP9988,7,0.7977,,
1357,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/146.jpg,MISSOURI,AAA4444,7,0.7035,,
1358,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/068.jpg,NEBRASKA,IBD0256,7,0.6777,,
1359,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/NEVADA/3.jpg,NEVADA,CKF8366,7,0.5566,,
1360,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/149.jpg,NEW JERSEY,MLL1655,7,0.6394,,
1361,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/016.jpg,NEW MEXICO,BOI9CM0,7,0.5427,,
1362,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/086.jpg,NORTH DAKOTA,HUJ7188,7,0.883,,
1363,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/111.jpg,OKLAHOMA,AYO4418,7,0.8859,,
1364,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/085.jpg,OREGON,IOI2004,7,0.6169,,
1365,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/RHODE ISLAND/4.jpg,RHODE ISLAND,APP3839,7,0.7661,,
1366,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH CAROLINA/014.jpg,SOUTH CAROLINA,DLT7646,7,0.8729,,
1367,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH DAKOTA/038.jpg,SOUTH DAKOTA,39I1068,7,0.7539,,
1368,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/UTAH/008.jpg,UTAH,Y6B44F1,7,0.6336,,
1369,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VERMONT/052.jpg,VERMONT,HBP2455,7,0.6171,,
1370,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALABAMA/141.jpg,ALABAMA,A7AMXNE,7,0.6826,,
1371,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/AMERICAN SAMOA/109.jpg,AMERICAN SAMOA,BBB7644,7,0.3667,,
1372,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/CNMI/4.jpg,CNMI,GBO8002,7,0.6582,,
1373,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GUAM/074.jpg,GUAM,BBU5813,7,0.8736,,
1374,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/HAWAI/117.jpg,HAWAI,MNG7288,7,0.8586,,
1375,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSIPPI/087.jpg,MISSIPPI,RAA9812,7,0.6759,,
1376,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PUERTO RICO/026.jpg,PUERTO RICO,BBH4022,7,0.7906,,
1377,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/U S VIRGIN ISLANDS/078.jpg,U S VIRGIN ISLANDS,TBP0228,7,0.9594,,
1378,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON DC/083.jpg,WASHINGTON DC,PEP3977,7,0.672,,
1379,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WYOMING/009.jpg,WYOMING,ARB5778,7,0.4979,,
1380,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARIZONA/076.jpg,ARIZONA,HOMTH8R,7,0.7779,,
1381,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CALIFORNIA/015.jpg,CALIFORNIA,5UVV683,7,0.7156,,
1382,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CONNECTICUT/133.jpg,CONNECTICUT,I65ZPXX,7,0.6346,,
1383,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GEORGIA/031.jpg,GEORGIA,BGX3655,7,0.9536,,
1384,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IDAHO/115.jpg,IDAHO,DELIGRL,7,0.6984,,
1385,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ILLINOIS/005.jpg,ILLINOIS,NRV000S,7,0.7,,
1386,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/KANSAS/2.jpg,KANSAS,AI9GH00,7,0.638,,
1387,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MARYLAND/046.jpg,MARYLAND,SCR7089,7,0.7305,,
1388,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MICHIGAN/086.jpg,MICHIGAN,SDG2425,7,0.7337,,
1389,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MONTANA/015.jpg,MONTANA,PPA4718,7,0.7301,,
1390,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW HAMPSHIRE/023.jpg,NEW HAMPSHIRE,BEST0A0,7,0.5731,,
1391,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW YORK/094.jpg,NEW YORK,BBB4333,7,0.8873,,
1392,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH CAROLINA/099.jpg,NORTH CAROLINA,LZZ6533,7,0.8891,,
1393,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OHIO/062.jpg,OHIO,TLM7463,7,0.84,,
1394,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PENNSYLVANIA/071.jpg,PENNSYLVANIA,BYE1H8R,7,0.9356,,
1395,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TENNESSEE/105.jpg,TENNESSEE,I9O0331,7,0.8088,,
1396,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TEXAS/008.jpg,TEXAS,TVZ3341,7,0.8114,,
1397,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VIRGINIA/007.jpg,VIRGINIA,WNK7895,7,0.9109,,
1398,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON/149.jpg,WASHINGTON,KNT3255,7,0.8909,,
1399,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WEST VIRGINIA/124.jpg,WEST VIRGINIA,PPA8744,7,0.7819,,
1400,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WISCONSIN/109.jpg,WISCONSIN,QCI7736,7,0.6871,,
1401,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALASKA/055.jpg,ALASKA,ART4PL8,7,0.772,,
1402,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARKANSAS/007.jpg,ARKANSAS,ARKN5A5,7,0.6538,,
1403,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/COLORADO/004.jpg,COLORADO,MSG611C,7,0.7086,,
1404,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/DELAWARE/046.jpg,DELAWARE,ETA0240,7,0.5039,,
1405,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/061.jpg,FLORIDA,I9W1055,7,0.6588,,
1406,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/107.jpg,INDIANA,SJB0248,7,0.7333,,
1407,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IOWA/001.jpg,IOWA,AXM4172,7,0.6291,,
1408,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KENTUCKY/104.jpg,KENTUCKY,GBF7115,7,0.6762,,
1409,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/082.jpg,LOUISIANA,VHH8066,7,0.7814,,
1410,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/068.jpg,MAINE,A7B5656,7,0.5346,,
1411,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/052.jpg,MASSACHUSETTS,POZ6866,7,0.591,,
1412,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/019.jpg,MINNESOTA,IJI7500,7,0.7896,,
1413,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/089.jpg,MISSOURI,DK3A555,7,0.6849,,
1414,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/032.jpg,NEBRASKA,3SAA616,7,0.6772,,
1415,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/064.jpg,NEVADA,OIS1008,7,0.5542,,
1416,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/011.jpg,NEW JERSEY,YZF166X,7,0.6356,,
1417,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/070.jpg,NEW MEXICO,SOI95WW,7,0.5414,,
1418,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/NORTH DAKOTA/2.jpg,NORTH DAKOTA,MTA0108,7,0.8797,,
1419,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/074.jpg,OKLAHOMA,KBU9254,7,0.8683,,
1420,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/089.jpg,OREGON,ZPQ3746,7,0.6056,,
1421,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/RHODE ISLAND/128.jpg,RHODE ISLAND,9A97339,7,0.7442,,
1422,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH CAROLINA/054.jpg,SOUTH CAROLINA,WXZ2818,7,0.8715,,
1423,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH DAKOTA/116.jpg,SOUTH DAKOTA,3BZ3884,7,0.7437,,
1424,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/UTAH/152.jpg,UTAH,AGO4002,7,0.6179,,
1425,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VERMONT/036.jpg,VERMONT,HBP2445,7,0.6018,,
1426,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALABAMA/104.jpg,ALABAMA,HIO1102,7,0.6793,,
1427,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/AMERICAN SAMOA/014.jpg,AMERICAN SAMOA,PVN0077,7,0.3665,,
1428,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CNMI/02.jpg,CNMI,ADC9771,7,0.601,,
1429,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GUAM/070.jpg,GUAM,DED4371,7,0.8589,,
1430,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/HAWAI/140.jpg,HAWAI,SMI6575,7,0.8357,,
1431,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSIPPI/007.jpg,MISSIPPI,HFB8976,7,0.6626,,
1432,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PUERTO RICO/135.jpg,PUERTO RICO,COMERI0,7,0.7849,,
1433,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/U S VIRGIN ISLANDS/2.jpg,U S VIRGIN ISLANDS,TEP0110,7,0.9551,,
1434,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON DC/054.jpg,WASHINGTON DC,T396521,7,0.6671,,
1435,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WYOMING/126.jpg,WYOMING,AAM1123,7,0.493,,
1436,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARIZONA/027.jpg,ARIZONA,AIZ1155,7,0.775,,
1437,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CALIFORNIA/041.jpg,CALIFORNIA,WYF1877,7,0.7114,,
1438,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CONNECTICUT/087.jpg,CONNECTICUT,MXO4009,7,0.6201,,
1439,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GEORGIA/002.jpg,GEORGIA,RRX3977,7,0.9356,,
1440,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IDAHO/026.jpg,IDAHO,B331229,7,0.6782,,
1441,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ILLINOIS/047.jpg,ILLINOIS,MKK1120,7,0.6726,,
1442,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KANSAS/101.jpg,KANSAS,EQG4211,7,0.6235,,
1443,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MARYLAND/141.jpg,MARYLAND,SCP8457,7,0.7058,,
1444,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MICHIGAN/142.jpg,MICHIGAN,OBBX837,7,0.7313,,
1445,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MONTANA/013.jpg,MONTANA,ABM5405,7,0.7106,,
1446,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW HAMPSHIRE/035.jpg,NEW HAMPSHIRE,AAZ5645,7,0.5648,,
1447,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW YORK/032.jpg,NEW YORK,EUR7215,7,0.8642,,
1448,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH CAROLINA/125.jpg,NORTH CAROLINA,NST2137,7,0.8829,,
1449,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OHIO/039.jpg,OHIO,GMD1486,7,0.8253,,
1450,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PENNSYLVANIA/041.jpg,PENNSYLVANIA,DO96599,7,0.9267,,
1451,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TENNESSEE/126.jpg,TENNESSEE,JJT5067,7,0.7965,,
1452,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TEXAS/118.jpg,TEXAS,CFB0984,7,0.8042,,
1453,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VIRGINIA/083.jpg,VIRGINIA,VGT7519,7,0.8927,,
1454,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON/161.jpg,WASHINGTON,FPF3330,7,0.8727,,
1455,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WEST VIRGINIA/056.jpg,WEST VIRGINIA,9DO3222,7,0.7751,,
1456,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WISCONSIN/067.jpg,WISCONSIN,GR8LIFE,7,0.6762,,
1457,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALASKA/032.jpg,ALASKA,TPP6971,7,0.7612,,
1458,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARKANSAS/167.jpg,ARKANSAS,9AA1111,7,0.6467,,
1459,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/COLORADO/066.jpg,COLORADO,TRMP204,7,0.6957,,
1460,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/DELAWARE/096.jpg,DELAWARE,ODO8247,7,0.5026,,
1461,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/070.jpg,FLORIDA,HBB42E0,7,0.6497,,
1462,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/140.jpg,INDIANA,9O3731A,7,0.7275,,
1463,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IOWA/107.jpg,IOWA,BIGMZ00,7,0.6176,,
1464,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KENTUCKY/122.jpg,KENTUCKY,KSZ3044,7,0.6744,,
1465,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/018.jpg,LOUISIANA,N365210,7,0.7723,,
1466,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/137.jpg,MAINE,7BO0344,7,0.534,,
1467,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/043.jpg,MASSACHUSETTS,VVO6461,7,0.5862,,
1468,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/100.jpg,MINNESOTA,3BI7C10,7,0.7805,,
1469,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/039.jpg,MISSOURI,G9O7117,7,0.6552,,
1470,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/045.jpg,NEBRASKA,7PC3287,7,0.6717,,
1471,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/034.jpg,NEVADA,ADD0657,7,0.5535,,
1472,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/126.jpg,NEW JERSEY,BGZ6004,7,0.6329,,
1473,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/125.jpg,NEW MEXICO,LGB8434,7,0.5366,,
1474,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/140.jpg,NORTH DAKOTA,KDH1866,7,0.8654,,
1475,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/036.jpg,OKLAHOMA,XSG1009,7,0.8434,,
1476,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/097.jpg,OREGON,SVB8309,7,0.6029,,
1477,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/RHODE ISLAND/2.jpg,RHODE ISLAND,LLS4488,7,0.741,,
1478,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH CAROLINA/036.jpg,SOUTH CAROLINA,SMI1443,7,0.8668,,
1479,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH DAKOTA/085.jpg,SOUTH DAKOTA,PY33793,7,0.7302,,
1480,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/UTAH/130.jpg,UTAH,MAA442X,7,0.6094,,
1481,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/VERMONT/5.jpg,VERMONT,AZA7446,7,0.6,,
1482,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALABAMA/055.jpg,ALABAMA,IBO7AN1,7,0.6774,,
1483,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/AMERICAN SAMOA/038.jpg,AMERICAN SAMOA,XRB151E,7,0.3627,,
1484,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CNMI/77.jpg,CNMI,ACD6666,7,0.5803,,
1485,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GUAM/059.jpg,GUAM,DED6725,7,0.8334,,
1486,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/HAWAI/060.jpg,HAWAI,CYU6072,7,0.811,,
1487,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSIPPI/040.jpg,MISSIPPI,ODV4616,7,0.6428,,
1488,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PUERTO RICO/054.jpg,PUERTO RICO,MIJ5338,7,0.7834,,
1489,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/U S VIRGIN ISLANDS/110.jpg,U S VIRGIN ISLANDS,JAO6118,7,0.951,,
1490,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON DC/065.jpg,WASHINGTON DC,DCI233A,7,0.6584,,
1491,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/WYOMING/1.jpg,WYOMING,3KA845R,7,0.4914,,
1492,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARIZONA/030.jpg,ARIZONA,PSA0333,7,0.7639,,
1493,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CALIFORNIA/043.jpg,CALIFORNIA,FTTLIFE,7,0.7084,,
1494,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CONNECTICUT/116.jpg,CONNECTICUT,OOCCJY6,7,0.6054,,
1495,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GEORGIA/017.jpg,GEORGIA,TXA7666,7,0.9262,,
1496,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IDAHO/095.jpg,IDAHO,B3O1447,7,0.6765,,
1497,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ILLINOIS/052.jpg,ILLINOIS,SJI0188,7,0.6705,,
1498,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KANSAS/051.jpg,KANSAS,RMI5188,7,0.6139,,
1499,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MARYLAND/104.jpg,MARYLAND,MZD4088,7,0.7022,,
1500,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MICHIGAN/043.jpg,MICHIGAN,IBA0A55,7,0.7215,,
1501,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MONTANA/100.jpg,MONTANA,MRSSH0P,7,0.6905,,
1502,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW HAMPSHIRE/053.jpg,NEW HAMPSHIRE,SAM1271,7,0.5607,,
1503,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW YORK/128.jpg,NEW YORK,HEG3303,7,0.8513,,
1504,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH CAROLINA/055.jpg,NORTH CAROLINA,CCE5666,7,0.8669,,
1505,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OHIO/130.jpg,OHIO,CLE4614,7,0.8077,,
1506,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PENNSYLVANIA/141.jpg,PENNSYLVANIA,BGE2195,7,0.9101,,
1507,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TENNESSEE/032.jpg,TENNESSEE,JOY5545,7,0.7962,,
1508,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TEXAS/049.jpg,TEXAS,I9I4000,7,0.8003,,
1509,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VIRGINIA/120.jpg,VIRGINIA,IIQ7977,7,0.8693,,
1510,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON/087.jpg,WASHINGTON,AIA2807,7,0.8714,,
1511,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WEST VIRGINIA/029.jpg,WEST VIRGINIA,CIO9466,7,0.7545,,
1512,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WISCONSIN/097.jpg,WISCONSIN,2BI1886,7,0.6292,,
1513,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALASKA/056.jpg,ALASKA,MAA8209,7,0.7428,,
1514,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARKANSAS/020.jpg,ARKANSAS,HI63957,7,0.6452,,
1515,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/COLORADO/130.jpg,COLORADO,YOU8E77,7,0.6925,,
1516,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/DELAWARE/053.jpg,DELAWARE,BEH0141,7,0.5013,,
1517,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/127.jpg,FLORIDA,SWI3229,7,0.6331,,
1518,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/064.jpg,INDIANA,3OZ3A11,7,0.7248,,
1519,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IOWA/004.jpg,IOWA,AYW2202,7,0.6173,,
1520,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KENTUCKY/065.jpg,KENTUCKY,ORVA979,7,0.634,,
1521,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/016.jpg,LOUISIANA,CZS0700,7,0.7713,,
1522,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/124.jpg,MAINE,B5A2999,7,0.5338,,
1523,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/074.jpg,MASSACHUSETTS,QRB55LJ,7,0.5847,,
1524,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/116.jpg,MINNESOTA,AYH7758,7,0.7527,,
1525,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/012.jpg,MISSOURI,UEK6822,7,0.6531,,
1526,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/089.jpg,NEBRASKA,A4B8368,7,0.6713,,
1527,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/NEVADA/4.jpg,NEVADA,MZ33999,7,0.5526,,
1528,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/099.jpg,NEW JERSEY,AAA5188,7,0.6219,,
1529,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/075.jpg,NEW MEXICO,3GZ9PL5,7,0.5302,,
1530,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/050.jpg,NORTH DAKOTA,MGZ7744,7,0.8632,,
